NAME;ADDRESS;OKRUG;UPRAVA;ROUTES;LAT;LON
Храм;Щёлковское шоссе;ВАО;Восточный;А283 А716;55.81967533275953;37.858160694418174
Щитниково 146;Щёлковское шоссе;ВАО;Восточный;А283 А716;55.82196555289472;37.86866329753414
Пос. Восточный;Главная ул.;ВАО;Восточный;А716 А283;55.820284017049154;37.87089729263743
Щитниково;Западная ул.;ВАО;Восточный;А716 А283;55.81525675168852;37.84471620180593
Метро Щелковская;Щёлковское шоссе;ВАО;Гольяново;А133 А68п А760 А760у А627у А283 А68фп2;55.81028598423021;37.798002922258135
15-я Парковая ул.;Щёлковское шоссе;ВАО;Гольяново;А133 А716 А760у А68ф А760 А68 А283;55.81149346310194;37.81769813030739
Чусовская ул.;Щёлковское шоссе;ВАО;Гольяново;А133 А760у А760 А68 А68ф А52 А171 А283 А716 А171п А52п Тб32 Тб83;55.810659608080165;37.81060314454291
10-й автобусный парк;Амурская ул.;ВАО;Гольяново;А171;55.811234166740604;37.77311963270852
АТС;Байкальская ул.;ВАО;Гольяново;А171;55.816798921700396;37.79200279368686
З-д МЭЛ;Бирюсинка ул.;ВАО;Гольяново;А171;55.818102399337235;37.777389143448474
Иркутская ул.;Байкальская ул.;ВАО;Гольяново;А171;55.81657309704156;37.78634991091179
Поликлиника № 222;Амурская ул.;ВАО;Гольяново;А171;55.81273960283995;37.77946803992486
Управление Механизации № 31;Амурская ул.;ВАО;Гольяново;А171;55.80740249648665;37.75893046763006
Черницыно;Байкальская ул.;ВАО;Гольяново;А171;55.8168403792318;37.79702879622055
Ул. Бирюсинка;Бирюсинка ул.;ВАО;Гольяново;А171;55.81695969033449;37.778372352685395
Тарный з-д;Амурская ул.;ВАО;Гольяново;А171;55.80847177560155;37.762844281626506
Метро Щелковская;Уральская ул.;ВАО;Гольяново;А171 А171п;55.81088605450893;37.79870594888822
Муз. школа;Чусовская ул.;ВАО;Гольяново;А171 А171п;55.81243956677672;37.811938469648794
Чусовская ул.;Чусовская ул.;ВАО;Гольяново;А171 А171п;55.81204794420407;37.812085261392184
Камчатская ул.;Хабаровская ул.;ВАО;Гольяново;А171 А223 А171п А3 А223ф А223фп А3ф А3п;55.82679725308189;37.82493937635527
Спорткомплекс Измайловский;Щёлковское шоссе;ВАО;Гольяново;А171 А230 А34 А52;55.80252825099817;37.75216478211156
ПО Сокол;Щёлковское шоссе;ВАО;Гольяново;А171 А230 А716п1 А52 А716 А34 Тб83 Тб32;55.8037984381009;37.75734297862018
2-й Иртышский пр.;2-й Иртышский пр.;ВАО;Гольяново;А171 А627;55.81921423829327;37.78055753508713
З-д МЭЛ;2-й Иртышский пр.;ВАО;Гольяново;А171 А627;55.81851838236957;37.77809141885508
Иркутская ул.;Иркутская ул.;ВАО;Гольяново;А171 А627;55.817051020558345;37.78555160913406
Управление Механизации № 39;2-й Иртышский пр.;ВАО;Гольяново;А171 А627;55.8198895201247;37.784822442119506
Ул. Бирюсинка;Бирюсинка ул.;ВАО;Гольяново;А171 А627;55.81612092734733;37.778606609906774
Аптека;Чусовская ул.;ВАО;Гольяново;А171п А171;55.81617902136267;37.81168179983489
Детская стоматологическая п-ка № 38;Байкальская ул.;ВАО;Гольяново;А171п А223 А3 А3ф А171 А3п А68п А68 А68ф А68фп1;55.817301342406495;37.82372162267059
Уссурийская ул. 4;Уссурийская ул.;ВАО;Гольяново;А223 А223ф А223у А223фп Тб23;55.82327559859317;37.81138021726167
Сахалинская ул. (Уссурийская ул.);Уссурийская ул.;ВАО;Гольяново;А223 А223ф А223фп Тб23;55.82324403106746;37.817596463406005
Уссурийская ул. 16;Уссурийская ул.;ВАО;Гольяново;А223 А223фп А223у А223ф Тб23;55.82356672460275;37.82244105791918
Уссурийская ул. 4;Уссурийская ул.;ВАО;Гольяново;А223 А223фп А223ф Тб23;55.82312982997532;37.812545115753394
Черницыно;Байкальская ул.;ВАО;Гольяново;А223 А3ф А68ф А68 А3 А3п А68п А68фп1;55.81667198685958;37.7998148356525
3-я Парковая ул.;Щёлковское шоссе;ВАО;Гольяново;А223 А52 А716 Тб83 Тб32;55.80987745855576;37.783199869375196
Уральская ул. 19;Уральская ул.;ВАО;Гольяново;А223ф А223 А257 А257п А223у А257фп А223фп А257ф Тб23;55.82086535565489;37.7981191360985
Хабаровская ул. 20;Хабаровская ул.;ВАО;Гольяново;А223ф А223 А3 А223фп А171 А257ф А3ф А3п А257фп А171п А257п А257;55.824306954149044;37.825120013966654
Уральская ул. 23;Уральская ул.;ВАО;Гольяново;А223ф А257п А223фп А223 А257 А257фп А257ф;55.82291577948388;37.8043892222865
Метро Щелковская;Уральская ул.;ВАО;Гольяново;А223ф А257фп А257ф А223 А257п А223фп А257 Тб23;55.81052137747837;37.79874162778911
Амурская ул.;Уральская ул.;ВАО;Гольяново;А223ф А257фп А68 А223 А223у А68ф А627 А223фп А171 А257ф А627у А68п А257п А68фп2 А257 Тб23;55.81274239467166;37.79810337861366
Уссурийская ул. 16;Уссурийская ул.;ВАО;Гольяново;А223фп А223 А223ф;55.823267419714455;37.82286056299791
Сахалинская ул. (Уссурийская ул.);Уссурийская ул.;ВАО;Гольяново;А223фп А223у А223 А223ф Тб23;55.82337483650128;37.81606182678866
Монтажная ул.;Щёлковское шоссе;ВАО;Гольяново;А230 Тб32 Тб83;55.80834550788148;37.77578280747438
Уральская ул. 25;Уральская ул.;ВАО;Гольяново;А257 А223фп А257п А257ф А257фп А223 А223у А223ф Тб23;55.82317726498835;37.807582110931975
Уральская ул. 19;Уральская ул.;ВАО;Гольяново;А257 А257ф А223 А223ф А223фп А257п А257фп Тб23;55.82111561693422;37.798599739725404
Курганская ул. 1;Камчатская ул.;ВАО;Гольяново;А257 А257ф А257п А257фп;55.8275253183564;37.809262354606375
Уссурийская ул.;Хабаровская ул.;ВАО;Гольяново;А257 А257ф А257п А257фп Тб23 Тб83 Тб32;55.82180415078137;37.82432118567648
Уссурийская ул.;Хабаровская ул.;ВАО;Гольяново;А257 А257ф А257фп А257п Тб32 Тб23 Тб83;55.82225504122789;37.824302789059914
Хабаровская ул. 20;Хабаровская ул.;ВАО;Гольяново;А257п А223фп А171 А257 А223 А257фп А223у А171п А3ф А257ф А3п А3 А223ф;55.824759051105744;37.82479252561249
Сахалинская ул.;Камчатская ул.;ВАО;Гольяново;А257п А257 А257фп А257ф;55.828495236820245;37.817291406089296
Уральская ул. 25;Уральская ул.;ВАО;Гольяново;А257ф А257 А257п А223 А257фп А223ф А223фп Тб23;55.823062537613225;37.80927338359979
Управа района Гольяново;Камчатская ул.;ВАО;Гольяново;А257ф А257 А257п А257фп;55.82866931669578;37.81945799777752
Курганская ул. 2;Курганская ул.;ВАО;Гольяново;А257ф А257фп А257 А257п;55.8296099285537;37.8130235987921
Управа района Гольяново;Камчатская ул.;ВАО;Гольяново;А257ф А257фп А257 А257п;55.828559231968846;37.820321987947125
Сахалинская ул.;Камчатская ул.;ВАО;Гольяново;А257ф А257фп А257п А257;55.828729041599026;37.81663721575726
Камчатская ул.;Красноярская ул.;ВАО;Гольяново;А257фп А257 А257п А257ф А627у;55.82789577441976;37.825752263469425
Камчатская улица;Красноярская ул.;ВАО;Гольяново;А257фп А257 А257п А257ф А627у;55.829429568833234;37.82408211467709
Уральская ул. 23;Уральская ул.;ВАО;Гольяново;А257фп А257п А223у А257ф А257 А223 А223ф А223фп;55.822938609186465;37.802410857721625
Курганская ул. 2;Курганская ул.;ВАО;Гольяново;А257фп А257п А257ф;55.8289949591431;37.811864708970624
Курганская ул. 1;Камчатская ул.;ВАО;Гольяново;А257фп А257п А257ф А257;55.825832932853174;37.80836123463361
МКАД;Щёлковское шоссе;ВАО;Гольяново;А283 А133 А760у А716 А760;55.813418082310676;37.83249158146926
Трансагентство;Щёлковское шоссе;ВАО;Гольяново;А283 А760у А133 А760 А68ф А716 А68;55.81207156740635;37.82247669368359
10-й автобусный парк;Монтажная ул.;ВАО;Гольяново;А3 А223 А3ф;55.81231772964253;37.77352591381887
Амурская ул.;Уральская ул.;ВАО;Гольяново;А3 А3п А3ф;55.813001758371406;37.798108711447064
3-я Парковая ул.;Бирюсинка ул.;ВАО;Гольяново;А3 А3п А3ф А627;55.810485186659186;37.781426762494256
М-н Техносила;Монтажная ул.;ВАО;Гольяново;А3 А3ф;55.81432471010445;37.771576706053295
М-н Техносила;Монтажная ул.;ВАО;Гольяново;А3 А3ф А3п;55.81504774392505;37.77128992788972
3-я Парковая ул.;Бирюсинка ул.;ВАО;Гольяново;А3 А3ф А627;55.810250671118965;37.78187910826333
Тарная ф-ка;Монтажная ул.;ВАО;Гольяново;А3 А3ф А627;55.81765804539096;37.76830881267361
Поликлиника № 222;Бирюсинка ул.;ВАО;Гольяново;А3 А627 А3ф А3п;55.812518005935324;37.780478038329896
Детская п-ка;Байкальская ул.;ВАО;Гольяново;А3 А68фп1 А3ф А3п А68п А68ф А68;55.8168104391589;37.80421240032097
Сиреневый сад;Щёлковское шоссе;ВАО;Гольяново;А34 А230 А716п1 А716 А52;55.80548184898814;37.76370113844307
Зоомагазин;Щёлковское шоссе;ВАО;Гольяново;А34 А716 А230 А716п1 А52;55.807133129590795;37.769846709126874
Тарная ф-ка;Монтажная ул.;ВАО;Гольяново;А3п А3 А3ф А627;55.81810611425918;37.76803177983882
